<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
GBPUSD;D;231204;000000;1.2710000;1.2712000;1.2603000;1.2632000;1626548
GBPUSD;D;231205;000000;1.2633000;1.2652000;1.2577000;1.2594000;1614336
GBPUSD;D;231206;000000;1.2593000;1.2614000;1.2551000;1.2557000;1365879
GBPUSD;D;231207;000000;1.2557000;1.2613000;1.2543000;1.2587000;1605667
GBPUSD;D;231208;000000;1.2587000;1.2601000;1.2501000;1.2546000;1590037
