<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDDKK;D;231204;000000;6.8489400;6.9003000;6.8460000;6.8787300;548418
USDDKK;D;231205;000000;6.8787300;6.9174000;6.8710000;6.9071600;522553
USDDKK;D;231206;000000;6.9071600;6.9303900;6.8980000;6.9250200;520767
USDDKK;D;231207;000000;6.9237600;6.9323600;6.8900000;6.9096800;549115
USDDKK;D;231208;000000;6.9088000;6.9524800;6.9000000;6.9236000;583747
