<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
SGDUSD;D;231204;000000;0.7500000;0.7503000;0.7462000;0.7472000;286
SGDUSD;D;231205;000000;0.7471000;0.7476000;0.7447000;0.7453000;286
SGDUSD;D;231206;000000;0.7453000;0.7462000;0.7446000;0.7449000;286
SGDUSD;D;231207;000000;0.7449000;0.7477000;0.7440000;0.7461000;286
SGDUSD;D;231208;000000;0.7462000;0.7480000;0.7444000;0.7447000;276
