<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDCHF;D;231204;000000;0.8675600;0.8755300;0.8674700;0.8725000;1210976
USDCHF;D;231205;000000;0.8725500;0.8766100;0.8713400;0.8749800;1183982
USDCHF;D;231206;000000;0.8750300;0.8759900;0.8728200;0.8745600;1039479
USDCHF;D;231207;000000;0.8746300;0.8782200;0.8727300;0.8754300;1258490
USDCHF;D;231208;000000;0.8753900;0.8820600;0.8740300;0.8798400;1168034
