<TICKER>;<PER>;<DATE>;<TIME>;<OPEN>;<HIGH>;<LOW>;<CLOSE>;<VOL>
USDJPY;D;231204;000000;146.3580000;147.4520000;146.2180000;147.3040000;1983102
USDJPY;D;231205;000000;147.3020000;147.3900000;146.5470000;147.1860000;1900068
USDJPY;D;231206;000000;147.1830000;147.4990000;146.8840000;147.1780000;1602688
USDJPY;D;231207;000000;147.1780000;147.2100000;141.5470000;144.2280000;2808088
USDJPY;D;231208;000000;144.2350000;145.2180000;142.4860000;144.8930000;2692027
